 Epoch: 0,batch 96, gloss: 21.93 (mse0.011, adv13.791, perc:8.124); dloss: 1.39 (r0.691, f0.696)
 Epoch: 0,batch 97, gloss: 20.73 (mse0.008, adv13.783, perc:6.940); dloss: 1.39 (r0.691, f0.696)
 Epoch: 0,batch 98, gloss: 21.54 (mse0.011, adv13.822, perc:7.705); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 99, gloss: 19.95 (mse0.011, adv13.867, perc:6.068); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 100, gloss: 19.85 (mse0.006, adv13.830, perc:6.013); dloss: 1.39 (r0.690, f0.695)
 Epoch: 0,batch 101, gloss: 20.66 (mse0.008, adv13.832, perc:6.821); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 102, gloss: 19.66 (mse0.006, adv13.815, perc:5.841); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 103, gloss: 18.99 (mse0.006, adv13.854, perc:5.135); dloss: 1.39 (r0.692, f0.693)
 Epoch: 0,batch 104, gloss: 20.51 (mse0.007, adv13.839, perc:6.668); dloss: 1.39 (r0.690, f0.695)
 Epoch: 0,batch 105, gloss: 19.82 (mse0.009, adv13.907, perc:5.899); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 106, gloss: 19.30 (mse0.006, adv13.809, perc:5.486); dloss: 1.39 (r0.689, f0.697)
 Epoch: 0,batch 107, gloss: 19.76 (mse0.006, adv13.857, perc:5.898); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 108, gloss: 19.87 (mse0.005, adv13.841, perc:6.022); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 109, gloss: 20.56 (mse0.009, adv13.899, perc:6.655); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 110, gloss: 21.39 (mse0.007, adv13.866, perc:7.514); dloss: 1.38 (r0.693, f0.692)
 Epoch: 0,batch 111, gloss: 20.42 (mse0.006, adv13.792, perc:6.617); dloss: 1.39 (r0.688, f0.697)
 Epoch: 0,batch 112, gloss: 19.34 (mse0.036, adv13.879, perc:5.429); dloss: 1.39 (r0.694, f0.692)
 Epoch: 0,batch 113, gloss: 18.66 (mse0.006, adv13.905, perc:4.753); dloss: 1.39 (r0.695, f0.691)
 Epoch: 0,batch 114, gloss: 20.24 (mse0.006, adv13.808, perc:6.422); dloss: 1.39 (r0.690, f0.696)
 Epoch: 0,batch 115, gloss: 19.66 (mse0.006, adv13.885, perc:5.774); dloss: 1.39 (r0.693, f0.692)
 Epoch: 0,batch 116, gloss: 19.71 (mse0.005, adv13.788, perc:5.922); dloss: 1.39 (r0.689, f0.697)
 Epoch: 0,batch 117, gloss: 20.64 (mse0.006, adv13.796, perc:6.834); dloss: 1.39 (r0.689, f0.696)
 Epoch: 0,batch 118, gloss: 20.23 (mse0.005, adv13.819, perc:6.402); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 119, gloss: 18.84 (mse0.004, adv13.824, perc:5.016); dloss: 1.39 (r0.691, f0.695)
 Epoch: 0,batch 120, gloss: 21.27 (mse0.007, adv13.830, perc:7.433); dloss: 1.39 (r0.690, f0.695)
 Epoch: 0,batch 121, gloss: 19.36 (mse0.006, adv13.837, perc:5.520); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 122, gloss: 20.73 (mse0.005, adv13.836, perc:6.890); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 123, gloss: 19.76 (mse0.005, adv13.862, perc:5.895); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 124, gloss: 20.53 (mse0.006, adv13.855, perc:6.671); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 125, gloss: 21.08 (mse0.006, adv13.843, perc:7.226); dloss: 1.39 (r0.691, f0.694)
 Epoch: 0,batch 126, gloss: 19.90 (mse0.004, adv13.805, perc:6.094); dloss: 1.39 (r0.689, f0.696)
 Epoch: 0,batch 127, gloss: 21.24 (mse0.006, adv13.865, perc:7.371); dloss: 1.39 (r0.693, f0.693)
 Epoch: 0,batch 128, gloss: 19.21 (mse0.008, adv13.847, perc:5.355); dloss: 1.39 (r0.692, f0.694)
 Epoch: 0,batch 129, gloss: 20.67 (mse0.006, adv13.892, perc:6.772); dloss: 1.38 (r0.693, f0.692)
 Epoch: 0,batch 130, gloss: 19.61 (mse0.006, adv13.842, perc:5.761); dloss: 1.38 (r0.691, f0.694)
